,0,1,2,3,4,5,6,Xt
220,7221100.0,3497500.0,6602000.0,9613300.0,5894300.0,3949600.0,2454900.0,2263300.0
221,3497500.0,6602000.0,9613300.0,5894300.0,3949600.0,2454900.0,2263300.0,11264700.0
222,6602000.0,9613300.0,5894300.0,3949600.0,2454900.0,2263300.0,11264700.0,3537000.0
223,9613300.0,5894300.0,3949600.0,2454900.0,2263300.0,11264700.0,3537000.0,6934700.0
224,5894300.0,3949600.0,2454900.0,2263300.0,11264700.0,3537000.0,6934700.0,3121600.0
225,3949600.0,2454900.0,2263300.0,11264700.0,3537000.0,6934700.0,3121600.0,3157200.0
226,2454900.0,2263300.0,11264700.0,3537000.0,6934700.0,3121600.0,3157200.0,7748500.0
227,2263300.0,11264700.0,3537000.0,6934700.0,3121600.0,3157200.0,7748500.0,6825500.0
228,11264700.0,3537000.0,6934700.0,3121600.0,3157200.0,7748500.0,6825500.0,973700.0
229,3537000.0,6934700.0,3121600.0,3157200.0,7748500.0,6825500.0,973700.0,5664500.0
230,6934700.0,3121600.0,3157200.0,7748500.0,6825500.0,973700.0,5664500.0,16163400.0
231,3121600.0,3157200.0,7748500.0,6825500.0,973700.0,5664500.0,16163400.0,10758500.0
232,3157200.0,7748500.0,6825500.0,973700.0,5664500.0,16163400.0,10758500.0,8305700.0
233,7748500.0,6825500.0,973700.0,5664500.0,16163400.0,10758500.0,8305700.0,14143400.0
234,6825500.0,973700.0,5664500.0,16163400.0,10758500.0,8305700.0,14143400.0,16717400.0
235,973700.0,5664500.0,16163400.0,10758500.0,8305700.0,14143400.0,16717400.0,9898700.0
236,5664500.0,16163400.0,10758500.0,8305700.0,14143400.0,16717400.0,9898700.0,7169900.0
237,16163400.0,10758500.0,8305700.0,14143400.0,16717400.0,9898700.0,7169900.0,6603600.0
238,10758500.0,8305700.0,14143400.0,16717400.0,9898700.0,7169900.0,6603600.0,5762600.0
239,8305700.0,14143400.0,16717400.0,9898700.0,7169900.0,6603600.0,5762600.0,0.0
240,14143400.0,16717400.0,9898700.0,7169900.0,6603600.0,5762600.0,0.0,888000.0
